FlightID(航班ID),Flight Date(航班日期),Flight,Departure Airport(起飞机场),Arrival Airport(降落机场),Planned Departure Time(计划起飞时间),Planned Arrival Time(计划降落时间),AircraftID(飞机ID),Aircraft Type(机型),Number of Passengers(旅客数),Number of Seats(座位数),Importance Factors(重要系数)
102327208,43159,8587,AIRPORT_290,AIRPORT_269,1037,1238,AC_75,TYPE_A,127,132,1
102353796,43159,8091,AIRPORT_50,AIRPORT_139,1037,1258,AC_109,TYPE_C,157,194,1
102354057,43159,8318,AIRPORT_44,AIRPORT_50,1040,1135,AC_89,TYPE_C,182,194,1
102339813,43159,8211,AIRPORT_290,AIRPORT_214,1042,1153,AC_58,TYPE_A,130,132,1
102327714,43159,8581,AIRPORT_107,AIRPORT_119,1048,1236,AC_143,TYPE_B,156,164,5
102386296,43159,8951,AIRPORT_108,AIRPORT_291,1049,1139,AC_116,TYPE_C,173,194,1
102310907,43159,8813,AIRPORT_293,AIRPORT_68,1055,1128,AC_104,TYPE_C,192,194,1
102331849,43159,8647,AIRPORT_57,AIRPORT_214,1057,1204,AC_52,TYPE_D,290,301,2
102353238,43159,8089,AIRPORT_57,AIRPORT_53,1061,1196,AC_91,TYPE_C,177,194,2
102390920,43159,8978,AIRPORT_261,AIRPORT_57,1062,1266,AC_123,TYPE_B,159,164,1
102370584,43159,8755,AIRPORT_57,AIRPORT_247,1063,1198,AC_152,TYPE_D,256,305,2
102319465,43159,8514,AIRPORT_50,AIRPORT_150,1065,1134,AC_64,TYPE_A,120,132,1
102315675,43159,8502,AIRPORT_44,AIRPORT_57,1067,1176,AC_88,TYPE_D,194,274,1
102339253,43159,8210,AIRPORT_269,AIRPORT_313,1067,1208,AC_94,TYPE_B,148,164,1
102364253,43159,8822,AIRPORT_50,AIRPORT_107,1069,1185,AC_21,TYPE_B,161,164,1
102376161,43159,8874,AIRPORT_98,AIRPORT_315,1071,1112,AC_161,TYPE_C,191,194,1
102378510,43159,8888,AIRPORT_206,AIRPORT_57,1073,1224,AC_87,TYPE_D,222,245,5
102365162,43159,8837,AIRPORT_286,AIRPORT_206,1074,1195,AC_102,TYPE_B,160,164,1
102380359,43159,8921,AIRPORT_50,AIRPORT_242,1075,1189,AC_80,TYPE_A,130,132,1
102352372,43159,8020,AIRPORT_192,AIRPORT_108,1080,1160,AC_105,TYPE_C,184,194,1
102395900,43159,8141,AIRPORT_289,AIRPORT_196,1085,1179,AC_84,TYPE_A,119,132,1
102379066,43159,8889,AIRPORT_57,AIRPORT_206,1086,1214,AC_106,TYPE_C,162,194,2
102363492,43159,8833,AIRPORT_50,AIRPORT_206,1088,1212,AC_29,TYPE_A,131,132,1
102322630,43159,8534,AIRPORT_184,AIRPORT_167,1090,1165,AC_81,TYPE_A,111,132,1
102353062,43159,8008,AIRPORT_263,AIRPORT_50,1093,1233,AC_159,TYPE_B,156,164,1
102396526,43159,8902,AIRPORT_292,AIRPORT_269,1096,1244,AC_55,TYPE_A,130,132,1
102396419,43159,8286,AIRPORT_149,AIRPORT_50,1101,1321,AC_153,TYPE_B,157,164,1
102325366,43159,8584,AIRPORT_44,AIRPORT_119,1105,1268,AC_12,TYPE_B,159,164,1
102356110,43159,8256,AIRPORT_63,AIRPORT_57,1108,1154,AC_60,TYPE_A,120,134,1
102345106,43159,8720,AIRPORT_171,AIRPORT_57,1108,1217,AC_61,TYPE_A,110,132,1
102355461,43159,8354,AIRPORT_26,AIRPORT_145,1111,1208,AC_66,TYPE_B,152,164,1
102385898,43159,8937,AIRPORT_57,AIRPORT_152,1113,1231,AC_56,TYPE_A,131,132,2
102322788,43159,8568,AIRPORT_263,AIRPORT_119,1116,1219,AC_95,TYPE_C,187,194,1
102337611,43159,8208,AIRPORT_258,AIRPORT_119,1116,1256,AC_5,TYPE_B,158,164,1
102339890,43159,8222,AIRPORT_86,AIRPORT_196,1117,1248,AC_14,TYPE_B,148,164,1
102314249,43159,8371,AIRPORT_57,AIRPORT_45,1118,1313,AC_30,TYPE_A,127,132,2
102391336,43159,8970,AIRPORT_228,AIRPORT_77,1120,1251,AC_155,TYPE_B,152,158,1
102324449,43159,8571,AIRPORT_263,AIRPORT_196,1121,1294,AC_132,TYPE_B,141,164,1
102330645,43159,8627,AIRPORT_57,AIRPORT_285,1123,1247,AC_144,TYPE_C,188,189,2
102383478,43159,8906,AIRPORT_306,AIRPORT_57,1123,1276,AC_37,TYPE_B,155,164,1
102368323,43159,8766,AIRPORT_228,AIRPORT_192,1125,1252,AC_141,TYPE_C,175,189,1
102360447,43159,8861,AIRPORT_57,AIRPORT_263,1127,1268,AC_148,TYPE_B,156,158,2
102335845,43159,8711,AIRPORT_299,AIRPORT_59,1128,1205,AC_108,TYPE_C,188,194,1
102359065,43159,8845,AIRPORT_247,AIRPORT_195,1128,1287,AC_9,TYPE_B,157,164,1
102333519,43159,8683,AIRPORT_290,AIRPORT_273,1134,1186,AC_79,TYPE_A,107,132,1
102385026,43159,8935,AIRPORT_50,AIRPORT_107,1139,1269,AC_78,TYPE_A,128,132,1
102344786,43159,8735,AIRPORT_57,AIRPORT_35,1141,1261,AC_139,TYPE_C,179,189,2
102389844,43159,8974,AIRPORT_214,AIRPORT_50,1144,1282,AC_10,TYPE_C,170,194,5
102316938,43159,8518,AIRPORT_106,AIRPORT_119,1144,1330,AC_24,TYPE_C,181,194,1
102327845,43159,8618,AIRPORT_109,AIRPORT_57,1145,1274,AC_121,TYPE_C,184,194,1
102397307,43159,8132,AIRPORT_281,AIRPORT_158,1150,1299,AC_98,TYPE_B,148,164,1
102381565,43159,8916,AIRPORT_250,AIRPORT_57,1152,1310,AC_90,TYPE_C,187,194,1
102355246,43159,8320,AIRPORT_73,AIRPORT_290,1155,1250,AC_28,TYPE_A,128,132,1
102397221,43159,8939,AIRPORT_269,AIRPORT_2,1156,1211,AC_154,TYPE_B,138,158,1
102364071,43159,8826,AIRPORT_281,AIRPORT_247,1156,1301,AC_113,TYPE_B,154,164,1
102358370,43159,8864,AIRPORT_290,AIRPORT_50,1160,1217,AC_149,TYPE_B,148,164,1
102323386,43159,8554,AIRPORT_269,AIRPORT_50,1161,1369,AC_133,TYPE_B,159,164,1
102337525,43159,8231,AIRPORT_50,AIRPORT_250,1162,1283,AC_72,TYPE_C,184,194,1
102376673,43159,8874,AIRPORT_315,AIRPORT_59,1163,1285,AC_161,TYPE_C,174,194,1
102364671,43159,8828,AIRPORT_50,AIRPORT_206,1164,1286,AC_83,TYPE_A,132,132,1
102386782,43159,8958,AIRPORT_259,AIRPORT_150,1165,1355,AC_114,TYPE_B,155,164,1
102357389,43159,8326,AIRPORT_86,AIRPORT_59,1166,1243,AC_99,TYPE_B,161,164,1
102369890,43159,8776,AIRPORT_184,AIRPORT_107,1168,1337,AC_74,TYPE_A,130,132,1
102344353,43159,8726,AIRPORT_283,AIRPORT_119,1169,1615,AC_129,TYPE_C,184,189,1
102383831,43159,8912,AIRPORT_107,AIRPORT_57,1169,1331,AC_36,TYPE_C,191,194,5
102367364,43159,8757,AIRPORT_57,AIRPORT_247,1170,1297,AC_125,TYPE_D,196,274,2
102352406,43159,8086,AIRPORT_197,AIRPORT_57,1171,1508,AC_86,TYPE_D,235,245,1
102334269,43159,8699,AIRPORT_57,AIRPORT_258,1175,1288,AC_158,TYPE_D,263,274,2
102395613,43159,8174,AIRPORT_195,AIRPORT_57,1175,1307,AC_76,TYPE_A,119,132,1
102380474,43159,8914,AIRPORT_196,AIRPORT_107,1177,1310,AC_68,TYPE_B,157,164,1
102374982,43159,8794,AIRPORT_126,AIRPORT_50,1178,1264,AC_16,TYPE_C,188,194,1
102340204,43159,8253,AIRPORT_232,AIRPORT_228,1180,1285,AC_77,TYPE_A,122,132,1
102361435,43159,8843,AIRPORT_258,AIRPORT_119,1180,1308,AC_138,TYPE_C,177,189,1
102389139,43159,8968,AIRPORT_68,AIRPORT_50,1180,1359,AC_96,TYPE_B,152,164,1
102360668,43159,8848,AIRPORT_44,AIRPORT_150,1189,1328,AC_6,TYPE_B,158,164,1
102397263,43159,8227,AIRPORT_57,AIRPORT_290,1192,1253,AC_35,TYPE_C,161,194,2
102347299,43159,8107,AIRPORT_59,AIRPORT_250,1194,1255,AC_15,TYPE_B,158,164,1
102317127,43159,8515,AIRPORT_50,AIRPORT_206,1195,1322,AC_82,TYPE_A,131,132,1
102311408,43159,8814,AIRPORT_68,AIRPORT_293,1200,1267,AC_104,TYPE_C,161,194,1
102372284,43159,8787,AIRPORT_50,AIRPORT_248,1204,1304,AC_140,TYPE_C,186,189,1
102322433,43159,8542,AIRPORT_268,AIRPORT_119,1206,1344,AC_157,TYPE_C,186,189,1
102390994,43159,8966,AIRPORT_214,AIRPORT_57,1209,1378,AC_162,TYPE_C,183,194,5
102353036,43159,8063,AIRPORT_57,AIRPORT_315,1209,1320,AC_160,TYPE_C,140,194,2
102376302,43159,8891,AIRPORT_57,AIRPORT_206,1216,1351,AC_134,TYPE_B,162,164,2
102377789,43159,8876,AIRPORT_268,AIRPORT_107,1216,1323,AC_107,TYPE_B,150,164,1
102346187,43159,8094,AIRPORT_230,AIRPORT_57,1217,1458,AC_119,TYPE_B,149,164,1
102335217,43159,8692,AIRPORT_167,AIRPORT_57,1219,1278,AC_81,TYPE_A,130,132,1
102369833,43159,8760,AIRPORT_269,AIRPORT_50,1220,1449,AC_19,TYPE_B,151,164,1
102359206,43159,8840,AIRPORT_195,AIRPORT_50,1220,1330,AC_120,TYPE_B,149,164,1
102325604,43159,8585,AIRPORT_57,AIRPORT_195,1221,1336,AC_60,TYPE_A,132,134,2
102386852,43159,8952,AIRPORT_291,AIRPORT_108,1221,1301,AC_116,TYPE_C,170,194,1
102377848,43159,8880,AIRPORT_98,AIRPORT_50,1224,1326,AC_69,TYPE_B,163,164,1
102386892,43159,8930,AIRPORT_108,AIRPORT_150,1228,1323,AC_115,TYPE_B,152,164,1
102365074,43159,8823,AIRPORT_150,AIRPORT_145,1229,1334,AC_126,TYPE_B,152,164,1
102334717,43159,8706,AIRPORT_248,AIRPORT_57,1229,1350,AC_25,TYPE_C,188,194,1
102341803,43159,8730,AIRPORT_192,AIRPORT_119,1234,1407,AC_151,TYPE_C,177,189,1
102317810,43159,8526,AIRPORT_269,AIRPORT_57,1235,1433,AC_145,TYPE_B,150,158,1
102353143,43159,8020,AIRPORT_108,AIRPORT_57,1236,1325,AC_105,TYPE_C,187,194,1
102366893,43159,8762,AIRPORT_285,AIRPORT_150,1236,1394,AC_142,TYPE_B,142,164,1
102346922,43159,8146,AIRPORT_27,AIRPORT_57,1241,1394,AC_38,TYPE_B,159,164,1
102392197,43159,8989,AIRPORT_35,AIRPORT_139,1241,1436,AC_20,TYPE_B,146,164,1
102395822,43159,8142,AIRPORT_196,AIRPORT_289,1241,1330,AC_84,TYPE_A,90,132,1
102320654,43159,8549,AIRPORT_57,AIRPORT_105,1245,1367,AC_62,TYPE_A,119,132,2
102340111,43159,8212,AIRPORT_214,AIRPORT_290,1251,1374,AC_58,TYPE_A,124,132,5
102369477,43159,8752,AIRPORT_98,AIRPORT_57,1254,1380,AC_111,TYPE_C,191,194,1
102378188,43159,8894,AIRPORT_206,AIRPORT_57,1259,1415,AC_73,TYPE_B,158,164,5
102353262,43159,8090,AIRPORT_53,AIRPORT_57,1260,1378,AC_91,TYPE_C,190,194,1
102334087,43159,8684,AIRPORT_273,AIRPORT_290,1263,1319,AC_79,TYPE_A,128,132,1
102367040,43159,8744,AIRPORT_35,AIRPORT_57,1265,1386,AC_7,TYPE_B,149,164,1
102395753,43159,8707,AIRPORT_150,AIRPORT_181,1265,1338,AC_92,TYPE_B,138,164,1
102397248,43159,8940,AIRPORT_2,AIRPORT_269,1267,1319,AC_154,TYPE_B,115,158,1
102348500,43159,8202,AIRPORT_214,AIRPORT_150,1267,1442,AC_63,TYPE_A,122,132,5
102385943,43159,8954,AIRPORT_44,AIRPORT_107,1272,1351,AC_127,TYPE_B,162,164,1
102359440,43159,8853,AIRPORT_293,AIRPORT_119,1274,1403,AC_150,TYPE_C,179,189,1
102323458,43159,8535,AIRPORT_107,AIRPORT_158,1275,1395,AC_18,TYPE_B,141,164,5
102354266,43159,8296,AIRPORT_212,AIRPORT_57,1275,1800,AC_53,TYPE_D,226,301,1
102350230,43159,8051,AIRPORT_57,AIRPORT_26,1275,1382,AC_112,TYPE_C,187,194,2
102381184,43159,8922,AIRPORT_242,AIRPORT_50,1275,1401,AC_80,TYPE_A,122,132,1
102336391,43159,8712,AIRPORT_59,AIRPORT_299,1276,1361,AC_108,TYPE_C,172,194,1
102386181,43159,8937,AIRPORT_152,AIRPORT_291,1277,1320,AC_56,TYPE_A,111,132,1
102383661,43159,8919,AIRPORT_57,AIRPORT_107,1278,1419,AC_11,TYPE_B,161,164,2
102373443,43159,8809,AIRPORT_50,AIRPORT_110,1281,1493,AC_117,TYPE_C,113,194,1
102397444,43159,8057,AIRPORT_50,AIRPORT_44,1282,1354,AC_149,TYPE_B,156,164,1
102320617,43159,8563,AIRPORT_57,AIRPORT_133,1283,1345,AC_61,TYPE_A,66,132,2
102356234,43159,8354,AIRPORT_145,AIRPORT_263,1285,1422,AC_66,TYPE_B,156,164,1
102339572,43159,8210,AIRPORT_313,AIRPORT_206,1294,1395,AC_94,TYPE_B,159,164,1
102384000,43159,8920,AIRPORT_107,AIRPORT_57,1295,1441,AC_21,TYPE_B,155,164,5
102391377,43159,8987,AIRPORT_57,AIRPORT_292,1300,1382,AC_100,TYPE_B,150,164,2
102391592,43159,8970,AIRPORT_77,AIRPORT_57,1306,1419,AC_155,TYPE_B,153,158,1
102339911,43159,8222,AIRPORT_196,AIRPORT_150,1307,1368,AC_14,TYPE_B,138,164,1
102327763,43159,8588,AIRPORT_269,AIRPORT_290,1314,1468,AC_75,TYPE_A,127,132,1
102355523,43159,8320,AIRPORT_290,AIRPORT_57,1316,1386,AC_28,TYPE_A,122,132,1
102377414,43159,8893,AIRPORT_57,AIRPORT_206,1317,1451,AC_22,TYPE_B,155,164,2
102397277,43159,8228,AIRPORT_290,AIRPORT_57,1322,1396,AC_35,TYPE_C,158,194,1
102349829,43159,8092,AIRPORT_139,AIRPORT_50,1327,1523,AC_109,TYPE_C,192,194,1
102324275,43159,8594,AIRPORT_59,AIRPORT_50,1328,1460,AC_161,TYPE_C,177,194,1
102348111,43159,8108,AIRPORT_250,AIRPORT_59,1329,1385,AC_15,TYPE_B,156,164,1
102330957,43159,8628,AIRPORT_285,AIRPORT_57,1330,1477,AC_144,TYPE_C,171,189,1
102311013,43159,8814,AIRPORT_293,AIRPORT_57,1331,1470,AC_104,TYPE_C,183,194,1
102345245,43159,8742,AIRPORT_35,AIRPORT_50,1333,1443,AC_139,TYPE_C,168,189,1
102375265,43159,8794,AIRPORT_50,AIRPORT_35,1335,1440,AC_16,TYPE_C,149,194,1
102368583,43159,8766,AIRPORT_192,AIRPORT_247,1341,1504,AC_141,TYPE_C,165,189,1
102379623,43159,8890,AIRPORT_206,AIRPORT_57,1343,1506,AC_106,TYPE_C,180,194,5
102332135,43159,8647,AIRPORT_214,AIRPORT_235,1343,1566,AC_52,TYPE_D,294,301,5
102364017,43159,8834,AIRPORT_206,AIRPORT_50,1346,1500,AC_29,TYPE_A,104,132,5
102376847,43159,8892,AIRPORT_206,AIRPORT_57,1352,1517,AC_102,TYPE_B,160,164,5
102397317,43159,8132,AIRPORT_158,AIRPORT_290,1358,1443,AC_98,TYPE_B,159,164,1
102350766,43159,8073,AIRPORT_57,AIRPORT_58,1359,1548,AC_121,TYPE_C,191,194,2
102359566,43159,8846,AIRPORT_195,AIRPORT_247,1359,1527,AC_9,TYPE_B,156,164,1
102387404,43159,8952,AIRPORT_108,AIRPORT_50,1359,1438,AC_116,TYPE_C,122,194,1
102329437,43159,8667,AIRPORT_150,AIRPORT_57,1360,1422,AC_64,TYPE_A,134,132,1
102364357,43159,8827,AIRPORT_206,AIRPORT_50,1363,1509,AC_83,TYPE_A,106,132,5
102361011,43159,8862,AIRPORT_263,AIRPORT_57,1371,1520,AC_148,TYPE_B,156,158,1
102338072,43159,8232,AIRPORT_250,AIRPORT_50,1372,1521,AC_72,TYPE_C,189,194,1
102372830,43159,8788,AIRPORT_248,AIRPORT_50,1373,1496,AC_140,TYPE_C,176,189,1
102325237,43159,8572,AIRPORT_196,AIRPORT_263,1375,1547,AC_132,TYPE_B,142,164,1
102397249,43159,8940,AIRPORT_269,AIRPORT_57,1377,1550,AC_154,TYPE_B,146,158,1
102386949,43159,8938,AIRPORT_291,AIRPORT_152,1379,1427,AC_56,TYPE_A,131,132,1
102314347,43159,8372,AIRPORT_45,AIRPORT_57,1379,1612,AC_30,TYPE_A,120,132,1
102320882,43159,8564,AIRPORT_133,AIRPORT_57,1379,1436,AC_61,TYPE_A,79,132,1
102326551,43159,8596,AIRPORT_290,AIRPORT_119,1380,1533,AC_156,TYPE_C,173,189,1
102370875,43159,8756,AIRPORT_247,AIRPORT_57,1387,1521,AC_152,TYPE_D,303,305,1
102333582,43159,8690,AIRPORT_119,AIRPORT_258,1391,1518,AC_13,TYPE_B,140,164,1
102357677,43159,8326,AIRPORT_59,AIRPORT_119,1395,1537,AC_99,TYPE_B,158,164,1
102329972,43159,8668,AIRPORT_57,AIRPORT_150,1395,1462,AC_81,TYPE_A,126,132,2
102385312,43159,8936,AIRPORT_107,AIRPORT_50,1399,1531,AC_74,TYPE_A,123,132,5
102378397,43159,8880,AIRPORT_50,AIRPORT_290,1400,1454,AC_69,TYPE_B,157,164,1
102334287,43159,8699,AIRPORT_258,AIRPORT_163,1400,2126,AC_158,TYPE_D,232,274,1
102353595,43159,8064,AIRPORT_315,AIRPORT_57,1406,1530,AC_160,TYPE_C,147,194,1
102367681,43159,8758,AIRPORT_247,AIRPORT_57,1409,1545,AC_125,TYPE_D,272,274,1
102336637,43159,8712,AIRPORT_299,AIRPORT_57,1411,1501,AC_108,TYPE_C,184,194,1
102320908,43159,8550,AIRPORT_105,AIRPORT_57,1418,1555,AC_62,TYPE_A,121,132,1
102397475,43159,8058,AIRPORT_44,AIRPORT_50,1420,1515,AC_149,TYPE_B,152,164,1
102326175,43159,8586,AIRPORT_195,AIRPORT_57,1422,1558,AC_60,TYPE_A,119,134,1
102318854,43159,8528,AIRPORT_290,AIRPORT_150,1426,1537,AC_97,TYPE_B,146,164,1
102389692,43159,8968,AIRPORT_50,AIRPORT_150,1428,1502,AC_96,TYPE_B,161,164,1
102362267,43159,8844,AIRPORT_119,AIRPORT_258,1439,1572,AC_95,TYPE_C,193,194,1
102383064,43159,8925,AIRPORT_57,AIRPORT_110,1439,1647,AC_90,TYPE_C,171,194,2
102391945,43159,8988,AIRPORT_292,AIRPORT_57,1440,1524,AC_100,TYPE_B,129,164,1
102350563,43159,8052,AIRPORT_26,AIRPORT_57,1442,1547,AC_112,TYPE_C,172,194,1
102348377,43159,8108,AIRPORT_59,AIRPORT_150,1444,1596,AC_15,TYPE_B,159,164,1
102323406,43159,8554,AIRPORT_50,AIRPORT_150,1448,1518,AC_133,TYPE_B,147,164,1
102319975,43159,8536,AIRPORT_158,AIRPORT_107,1448,1564,AC_18,TYPE_B,163,164,1
102350914,43160,604,AIRPORT_80,AIRPORT_57,1456,1808,AC_51,TYPE_D,264,301,1
102328267,43159,8582,AIRPORT_119,AIRPORT_107,1458,1635,AC_143,TYPE_B,156,164,1
102365627,43159,8824,AIRPORT_145,AIRPORT_150,1459,1577,AC_126,TYPE_B,152,164,1
102386969,43159,8938,AIRPORT_152,AIRPORT_57,1462,1579,AC_56,TYPE_A,113,132,1
102395789,43159,8708,AIRPORT_181,AIRPORT_150,1468,1544,AC_92,TYPE_B,78,164,1
102370385,43159,8760,AIRPORT_50,AIRPORT_247,1502,1613,AC_19,TYPE_B,155,164,1
102392442,43160,8990,AIRPORT_139,AIRPORT_35,1507,1679,AC_20,TYPE_B,155,164,1
102345075,43159,8736,AIRPORT_35,AIRPORT_57,1508,1626,AC_16,TYPE_C,191,194,1
102334131,43159,8690,AIRPORT_258,AIRPORT_290,1567,1655,AC_13,TYPE_B,148,164,1
102382477,43160,8909,AIRPORT_57,AIRPORT_8,1577,2322,AC_87,TYPE_D,78,245,2
102397976,43159,8254,AIRPORT_228,AIRPORT_57,1584,1812,AC_77,TYPE_A,54,132,1
102373968,43160,8810,AIRPORT_110,AIRPORT_50,1587,1783,AC_117,TYPE_C,188,194,1
102358453,43159,8844,AIRPORT_258,AIRPORT_57,1617,1757,AC_95,TYPE_C,188,194,1
102351023,43160,8074,AIRPORT_58,AIRPORT_57,1618,1789,AC_121,TYPE_C,191,194,1
102350313,43160,601,AIRPORT_57,AIRPORT_183,1636,2262,AC_88,TYPE_D,206,274,2
102395878,43160,8100,AIRPORT_166,AIRPORT_57,1640,2104,AC_50,TYPE_D,251,301,1
102328365,43160,8648,AIRPORT_235,AIRPORT_214,1666,1948,AC_52,TYPE_D,295,301,1
102312945,43159,8366,AIRPORT_45,AIRPORT_268,1709,1850,AC_93,TYPE_B,138,164,1
102383615,43160,8926,AIRPORT_110,AIRPORT_57,1743,1937,AC_90,TYPE_C,184,194,1
102374292,43160,8800,AIRPORT_45,AIRPORT_258,1779,1893,AC_130,TYPE_C,143,189,1
102315747,43160,8507,AIRPORT_50,AIRPORT_258,1804,1903,AC_116,TYPE_C,186,194,1
102343052,43160,8739,AIRPORT_107,AIRPORT_311,1817,1987,AC_118,TYPE_B,156,164,5
102396597,43160,8259,AIRPORT_57,AIRPORT_250,1824,1961,AC_104,TYPE_C,180,194,2
102380309,43160,8907,AIRPORT_50,AIRPORT_108,1824,1882,AC_80,TYPE_A,129,132,1
102323565,43160,8547,AIRPORT_57,AIRPORT_206,1825,1951,AC_76,TYPE_A,126,132,2
102397649,43160,8053,AIRPORT_150,AIRPORT_44,1825,1953,AC_115,TYPE_B,151,164,1
102392853,43160,8995,AIRPORT_57,AIRPORT_106,1829,1933,AC_160,TYPE_C,187,194,2
102349058,43160,8206,AIRPORT_35,AIRPORT_150,1832,1959,AC_20,TYPE_B,154,164,1
102375544,43160,8896,AIRPORT_206,AIRPORT_57,1835,1981,AC_22,TYPE_B,148,164,5
102325575,43160,8573,AIRPORT_57,AIRPORT_132,1836,1932,AC_148,TYPE_B,116,158,2
102378853,43160,8877,AIRPORT_57,AIRPORT_126,1836,1914,AC_25,TYPE_C,188,194,2
102337756,43160,8251,AIRPORT_107,AIRPORT_50,1844,1970,AC_11,TYPE_B,151,164,5
102323928,43160,8555,AIRPORT_57,AIRPORT_174,1847,1980,AC_154,TYPE_B,131,158,2
102325419,43160,8603,AIRPORT_290,AIRPORT_177,1847,2000,AC_85,TYPE_A,127,132,1
102371026,43160,8773,AIRPORT_57,AIRPORT_196,1848,1942,AC_35,TYPE_C,164,194,2
102340963,43160,8229,AIRPORT_57,AIRPORT_280,1851,1932,AC_30,TYPE_A,70,132,2
102365816,43160,8819,AIRPORT_206,AIRPORT_313,1852,1960,AC_82,TYPE_A,80,132,5
102344482,43160,8741,AIRPORT_50,AIRPORT_35,1852,1952,AC_161,TYPE_C,189,194,1
102349627,43160,8207,AIRPORT_119,AIRPORT_258,1853,1983,AC_5,TYPE_B,159,164,1
102356782,43160,8357,AIRPORT_263,AIRPORT_98,1853,2049,AC_66,TYPE_B,116,164,1
102314672,43160,8427,AIRPORT_57,AIRPORT_159,1854,1932,AC_62,TYPE_A,125,132,2
102391991,43160,8983,AIRPORT_50,AIRPORT_192,1854,1970,AC_10,TYPE_C,185,194,1
102364943,43160,8829,AIRPORT_50,AIRPORT_206,1857,1972,AC_8,TYPE_C,159,194,1
102369701,43160,8771,AIRPORT_57,AIRPORT_311,1862,1923,AC_60,TYPE_A,121,134,2
102363616,43160,8817,AIRPORT_150,AIRPORT_167,1867,1908,AC_81,TYPE_A,123,132,1
102342468,43160,8725,AIRPORT_119,AIRPORT_283,1868,2076,AC_129,TYPE_C,177,189,1
102387441,43160,8931,AIRPORT_57,AIRPORT_281,1869,2004,AC_123,TYPE_B,162,164,2
102318999,43160,8513,AIRPORT_150,AIRPORT_50,1873,1941,AC_97,TYPE_B,148,164,1
102374946,43160,8785,AIRPORT_57,AIRPORT_268,1873,1966,AC_73,TYPE_B,159,164,2
102388701,43160,8991,AIRPORT_57,AIRPORT_107,1874,2011,AC_108,TYPE_C,187,194,2
102363422,43160,8821,AIRPORT_107,AIRPORT_50,1875,2029,AC_68,TYPE_B,149,164,5
102313154,43160,8369,AIRPORT_57,AIRPORT_263,1876,2003,AC_91,TYPE_C,191,194,2
102360957,43160,8849,AIRPORT_50,AIRPORT_268,1876,1963,AC_109,TYPE_C,193,194,1
102361284,43160,8863,AIRPORT_50,AIRPORT_290,1876,1929,AC_153,TYPE_B,154,164,1
102313616,43160,8377,AIRPORT_57,AIRPORT_293,1878,1994,AC_64,TYPE_A,131,132,2
102327021,43160,8615,AIRPORT_150,AIRPORT_57,1879,1940,AC_15,TYPE_B,141,164,1
102336752,43160,8689,AIRPORT_290,AIRPORT_258,1879,1957,AC_69,TYPE_B,158,164,1
102384637,43160,8949,AIRPORT_50,AIRPORT_285,1879,1985,AC_89,TYPE_C,191,194,1
102328447,43160,8674,AIRPORT_247,AIRPORT_158,1881,1977,AC_141,TYPE_C,185,189,1
102320514,43160,8537,AIRPORT_290,AIRPORT_295,1881,1968,AC_58,TYPE_A,121,132,1
102311186,43160,8815,AIRPORT_107,AIRPORT_263,1882,1987,AC_122,TYPE_B,154,164,5
102334689,43160,8691,AIRPORT_57,AIRPORT_167,1884,1953,AC_61,TYPE_A,124,132,2
102348860,43160,8161,AIRPORT_119,AIRPORT_35,1884,2144,AC_99,TYPE_B,147,164,1
102392386,43160,8971,AIRPORT_50,AIRPORT_214,1885,2002,AC_139,TYPE_C,180,189,1
102393163,43160,8997,AIRPORT_57,AIRPORT_108,1890,1975,AC_144,TYPE_C,180,189,2
102370479,43160,8777,AIRPORT_290,AIRPORT_50,1890,1951,AC_13,TYPE_B,120,164,1
102361896,43160,8857,AIRPORT_57,AIRPORT_44,1891,1979,AC_106,TYPE_C,190,194,2
102311567,43160,8865,AIRPORT_150,AIRPORT_192,1892,2029,AC_142,TYPE_B,154,164,1
102387546,43160,8959,AIRPORT_50,AIRPORT_145,1892,1967,AC_140,TYPE_C,185,189,1
102372789,43160,8781,AIRPORT_50,AIRPORT_248,1893,1998,AC_159,TYPE_B,156,164,1
102335418,43160,8687,AIRPORT_290,AIRPORT_292,1894,1959,AC_75,TYPE_A,115,132,1
102388941,43160,8985,AIRPORT_57,AIRPORT_283,1895,1976,AC_100,TYPE_B,147,164,2
102342948,43160,8717,AIRPORT_247,AIRPORT_184,1899,2047,AC_9,TYPE_B,163,164,1
102371244,43160,8795,AIRPORT_50,AIRPORT_283,1899,1961,AC_74,TYPE_A,129,132,1
102382376,43160,8917,AIRPORT_150,AIRPORT_291,1900,2016,AC_23,TYPE_B,155,164,1
102313008,43159,8366,AIRPORT_268,AIRPORT_150,1901,2051,AC_93,TYPE_B,143,164,1
102342006,43160,8737,AIRPORT_57,AIRPORT_35,1904,2017,AC_95,TYPE_C,180,194,2
102321733,43160,8567,AIRPORT_119,AIRPORT_263,1905,2019,AC_157,TYPE_C,184,189,1
102368026,43160,8775,AIRPORT_107,AIRPORT_184,1906,2059,AC_78,TYPE_A,129,132,5
102388073,43160,8947,AIRPORT_150,AIRPORT_258,1907,2064,AC_92,TYPE_B,157,164,1
102316800,43160,8509,AIRPORT_50,AIRPORT_44,1907,1993,AC_72,TYPE_C,193,194,1
102335606,43160,8701,AIRPORT_57,AIRPORT_248,1911,2212,AC_7,TYPE_B,119,164,2
102392582,43160,8961,AIRPORT_57,AIRPORT_214,1913,2050,AC_16,TYPE_C,180,194,2
