ID,date,flight,port1,port2,time1,time2,cID,ctype,pas,seats,wt
102392853,2018-03-01  00:00:00,3U8995,AIRPORT_57,AIRPORT_106,2018-03-01  06:29:00,2018-03-01  08:13:00,AC_160,TYPE_C,187,194,2
102349058,2018-03-01  00:00:00,3U8206,AIRPORT_35,AIRPORT_150,2018-03-01  06:32:00,2018-03-01  08:39:00,AC_20,TYPE_B,154,164,1
102375544,2018-03-01  00:00:00,3U8896,AIRPORT_206,AIRPORT_57,2018-03-01  06:35:00,2018-03-01  09:01:00,AC_22,TYPE_B,148,164,5
102325575,2018-03-01  00:00:00,3U8573,AIRPORT_57,AIRPORT_132,2018-03-01  06:36:00,2018-03-01  08:12:00,AC_148,TYPE_B,116,158,2
102378853,2018-03-01  00:00:00,3U8877,AIRPORT_57,AIRPORT_126,2018-03-01  06:36:00,2018-03-01  07:54:00,AC_25,TYPE_C,188,194,2
102337756,2018-03-01  00:00:00,3U8251,AIRPORT_107,AIRPORT_50,2018-03-01  06:44:00,2018-03-01  08:50:00,AC_11,TYPE_B,151,164,5
102323928,2018-03-01  00:00:00,3U8555,AIRPORT_57,AIRPORT_174,2018-03-01  06:47:00,2018-03-01  09:00:00,AC_154,TYPE_B,131,158,2
102325419,2018-03-01  00:00:00,3U8603,AIRPORT_290,AIRPORT_177,2018-03-01  06:47:00,2018-03-01  09:20:00,AC_85,TYPE_A,127,132,1
102371026,2018-03-01  00:00:00,3U8773,AIRPORT_57,AIRPORT_196,2018-03-01  06:48:00,2018-03-01  08:22:00,AC_35,TYPE_C,164,194,2
102340963,2018-03-01  00:00:00,3U8229,AIRPORT_57,AIRPORT_280,2018-03-01  06:51:00,2018-03-01  08:12:00,AC_30,TYPE_A,70,132,2
102365816,2018-03-01  00:00:00,3U8819,AIRPORT_206,AIRPORT_313,2018-03-01  06:52:00,2018-03-01  08:40:00,AC_82,TYPE_A,80,132,5
102344482,2018-03-01  00:00:00,3U8741,AIRPORT_50,AIRPORT_35,2018-03-01  06:52:00,2018-03-01  08:32:00,AC_161,TYPE_C,189,194,1
102349627,2018-03-01  00:00:00,3U8207,AIRPORT_119,AIRPORT_258,2018-03-01  06:53:00,2018-03-01  09:03:00,AC_5,TYPE_B,159,164,1
102356782,2018-03-01  00:00:00,3U8357,AIRPORT_263,AIRPORT_98,2018-03-01  06:53:00,2018-03-01  10:09:00,AC_66,TYPE_B,116,164,1
102314672,2018-03-01  00:00:00,3U8427,AIRPORT_57,AIRPORT_159,2018-03-01  06:54:00,2018-03-01  08:12:00,AC_62,TYPE_A,125,132,2
102391991,2018-03-01  00:00:00,3U8983,AIRPORT_50,AIRPORT_192,2018-03-01  06:54:00,2018-03-01  08:50:00,AC_10,TYPE_C,185,194,1
102364943,2018-03-01  00:00:00,3U8829,AIRPORT_50,AIRPORT_206,2018-03-01  06:57:00,2018-03-01  08:52:00,AC_8,TYPE_C,159,194,1
102369701,2018-03-01  00:00:00,3U8771,AIRPORT_57,AIRPORT_311,2018-03-01  07:02:00,2018-03-01  08:03:00,AC_60,TYPE_A,121,134,2
102363616,2018-03-01  00:00:00,3U8817,AIRPORT_150,AIRPORT_167,2018-03-01  07:07:00,2018-03-01  07:48:00,AC_81,TYPE_A,123,132,1
102342468,2018-03-01  00:00:00,3U8725,AIRPORT_119,AIRPORT_283,2018-03-01  07:08:00,2018-03-01  10:36:00,AC_129,TYPE_C,177,189,1
102387441,2018-03-01  00:00:00,3U8931,AIRPORT_57,AIRPORT_281,2018-03-01  07:09:00,2018-03-01  09:24:00,AC_123,TYPE_B,162,164,2
102318999,2018-03-01  00:00:00,3U8513,AIRPORT_150,AIRPORT_50,2018-03-01  07:13:00,2018-03-01  08:21:00,AC_97,TYPE_B,148,164,1
102374946,2018-03-01  00:00:00,3U8785,AIRPORT_57,AIRPORT_268,2018-03-01  07:13:00,2018-03-01  08:46:00,AC_73,TYPE_B,159,164,2
102388701,2018-03-01  00:00:00,3U8991,AIRPORT_57,AIRPORT_107,2018-03-01  07:14:00,2018-03-01  09:31:00,AC_108,TYPE_C,187,194,2
102363422,2018-03-01  00:00:00,3U8821,AIRPORT_107,AIRPORT_50,2018-03-01  07:15:00,2018-03-01  09:49:00,AC_68,TYPE_B,149,164,5
102313154,2018-03-01  00:00:00,3U8369,AIRPORT_57,AIRPORT_263,2018-03-01  07:16:00,2018-03-01  09:23:00,AC_91,TYPE_C,191,194,2
102360957,2018-03-01  00:00:00,3U8849,AIRPORT_50,AIRPORT_268,2018-03-01  07:16:00,2018-03-01  08:43:00,AC_109,TYPE_C,193,194,1
102361284,2018-03-01  00:00:00,3U8863,AIRPORT_50,AIRPORT_290,2018-03-01  07:16:00,2018-03-01  08:09:00,AC_153,TYPE_B,154,164,1
102313616,2018-03-01  00:00:00,3U8377,AIRPORT_57,AIRPORT_293,2018-03-01  07:18:00,2018-03-01  09:14:00,AC_64,TYPE_A,131,132,2
102327021,2018-03-01  00:00:00,3U8615,AIRPORT_150,AIRPORT_57,2018-03-01  07:19:00,2018-03-01  08:20:00,AC_15,TYPE_B,141,164,1
102336752,2018-03-01  00:00:00,3U8689,AIRPORT_290,AIRPORT_258,2018-03-01  07:19:00,2018-03-01  08:37:00,AC_69,TYPE_B,158,164,1
102384637,2018-03-01  00:00:00,3U8949,AIRPORT_50,AIRPORT_285,2018-03-01  07:19:00,2018-03-01  09:05:00,AC_89,TYPE_C,191,194,1
102328447,2018-03-01  00:00:00,3U8674,AIRPORT_247,AIRPORT_158,2018-03-01  07:21:00,2018-03-01  08:57:00,AC_141,TYPE_C,185,189,1
102320514,2018-03-01  00:00:00,3U8537,AIRPORT_290,AIRPORT_295,2018-03-01  07:21:00,2018-03-01  08:48:00,AC_58,TYPE_A,121,132,1
102311186,2018-03-01  00:00:00,3U8815,AIRPORT_107,AIRPORT_263,2018-03-01  07:22:00,2018-03-01  09:07:00,AC_122,TYPE_B,154,164,5
102334689,2018-03-01  00:00:00,3U8691,AIRPORT_57,AIRPORT_167,2018-03-01  07:24:00,2018-03-01  08:33:00,AC_61,TYPE_A,124,132,2
102348860,2018-03-01  00:00:00,3U8161,AIRPORT_119,AIRPORT_35,2018-03-01  07:24:00,2018-03-01  11:44:00,AC_99,TYPE_B,147,164,1
102392386,2018-03-01  00:00:00,3U8971,AIRPORT_50,AIRPORT_214,2018-03-01  07:25:00,2018-03-01  09:22:00,AC_139,TYPE_C,180,189,1
102393163,2018-03-01  00:00:00,3U8997,AIRPORT_57,AIRPORT_108,2018-03-01  07:30:00,2018-03-01  08:55:00,AC_144,TYPE_C,180,189,2
102370479,2018-03-01  00:00:00,3U8777,AIRPORT_290,AIRPORT_50,2018-03-01  07:30:00,2018-03-01  08:31:00,AC_13,TYPE_B,120,164,1
102361896,2018-03-01  00:00:00,3U8857,AIRPORT_57,AIRPORT_44,2018-03-01  07:31:00,2018-03-01  08:59:00,AC_106,TYPE_C,190,194,2
102311567,2018-03-01  00:00:00,3U8865,AIRPORT_150,AIRPORT_192,2018-03-01  07:32:00,2018-03-01  09:49:00,AC_142,TYPE_B,154,164,1
102387546,2018-03-01  00:00:00,3U8959,AIRPORT_50,AIRPORT_145,2018-03-01  07:32:00,2018-03-01  08:47:00,AC_140,TYPE_C,185,189,1
102372789,2018-03-01  00:00:00,3U8781,AIRPORT_50,AIRPORT_248,2018-03-01  07:33:00,2018-03-01  09:18:00,AC_159,TYPE_B,156,164,1
102335418,2018-03-01  00:00:00,3U8687,AIRPORT_290,AIRPORT_292,2018-03-01  07:34:00,2018-03-01  08:39:00,AC_75,TYPE_A,115,132,1
102388941,2018-03-01  00:00:00,3U8985,AIRPORT_57,AIRPORT_283,2018-03-01  07:35:00,2018-03-01  08:56:00,AC_100,TYPE_B,147,164,2
102342948,2018-03-01  00:00:00,3U8717,AIRPORT_247,AIRPORT_184,2018-03-01  07:39:00,2018-03-01  10:07:00,AC_9,TYPE_B,163,164,1
102371244,2018-03-01  00:00:00,3U8795,AIRPORT_50,AIRPORT_283,2018-03-01  07:39:00,2018-03-01  08:41:00,AC_74,TYPE_A,129,132,1
102382376,2018-03-01  00:00:00,3U8917,AIRPORT_150,AIRPORT_291,2018-03-01  07:40:00,2018-03-01  09:36:00,AC_23,TYPE_B,155,164,1
102313008,2018-02-28  00:00:00,3U8366,AIRPORT_268,AIRPORT_150,2018-03-01  07:41:00,2018-03-01  10:11:00,AC_93,TYPE_B,143,164,1
102342006,2018-03-01  00:00:00,3U8737,AIRPORT_57,AIRPORT_35,2018-03-01  07:44:00,2018-03-01  09:37:00,AC_95,TYPE_C,180,194,2
102321733,2018-03-01  00:00:00,3U8567,AIRPORT_119,AIRPORT_263,2018-03-01  07:45:00,2018-03-01  09:39:00,AC_157,TYPE_C,184,189,1
102368026,2018-03-01  00:00:00,3U8775,AIRPORT_107,AIRPORT_184,2018-03-01  07:46:00,2018-03-01  10:19:00,AC_78,TYPE_A,129,132,5
102388073,2018-03-01  00:00:00,3U8947,AIRPORT_150,AIRPORT_258,2018-03-01  07:47:00,2018-03-01  10:24:00,AC_92,TYPE_B,157,164,1
102316800,2018-03-01  00:00:00,3U8509,AIRPORT_50,AIRPORT_44,2018-03-01  07:47:00,2018-03-01  09:13:00,AC_72,TYPE_C,193,194,1
102335606,2018-03-01  00:00:00,3U8701,AIRPORT_57,AIRPORT_248,2018-03-01  07:51:00,2018-03-01  12:52:00,AC_7,TYPE_B,119,164,2
102392582,2018-03-01  00:00:00,3U8961,AIRPORT_57,AIRPORT_214,2018-03-01  07:53:00,2018-03-01  10:10:00,AC_16,TYPE_C,180,194,2
102362630,2018-03-01  00:00:00,3U8825,AIRPORT_247,AIRPORT_281,2018-03-01  07:57:00,2018-03-01  09:57:00,AC_113,TYPE_B,159,164,1
102335525,2018-03-01  00:00:00,3U8693,AIRPORT_57,AIRPORT_177,2018-03-01  07:58:00,2018-03-01  09:37:00,AC_28,TYPE_A,131,132,2
102324617,2018-03-01  00:00:00,3U8595,AIRPORT_119,AIRPORT_290,2018-03-01  07:59:00,2018-03-01  11:22:00,AC_156,TYPE_C,164,189,1
102362722,2018-03-01  00:00:00,3U8839,AIRPORT_50,AIRPORT_195,2018-03-01  07:59:00,2018-03-01  09:30:00,AC_120,TYPE_B,160,164,1
102351624,2018-03-01  00:00:00,3U8059,AIRPORT_289,AIRPORT_158,2018-03-01  08:00:00,2018-03-01  08:54:00,AC_84,TYPE_A,121,132,1
102381763,2018-03-01  00:00:00,3U8923,AIRPORT_57,AIRPORT_195,2018-03-01  08:00:00,2018-03-01  09:54:00,AC_162,TYPE_C,186,194,2
102341121,2018-03-01  00:00:00,3U8245,AIRPORT_150,AIRPORT_106,2018-03-01  08:05:00,2018-03-01  10:05:00,AC_14,TYPE_B,159,164,1
102345199,2018-03-01  00:00:00,3U8729,AIRPORT_119,AIRPORT_192,2018-03-01  08:06:00,2018-03-01  11:00:00,AC_151,TYPE_C,175,189,1
102314180,2018-03-01  00:00:00,3U8385,AIRPORT_107,AIRPORT_167,2018-03-01  08:07:00,2018-03-01  11:12:00,AC_18,TYPE_B,147,164,5
102315337,2018-03-01  00:00:00,3U8402,AIRPORT_206,AIRPORT_247,2018-03-01  08:09:00,2018-03-01  12:03:00,AC_94,TYPE_B,156,164,5
102334887,2018-03-01  00:00:00,3U8686,AIRPORT_119,AIRPORT_108,2018-03-01  08:12:00,2018-03-01  11:56:00,AC_150,TYPE_C,156,189,1
102322313,2018-03-01  00:00:00,3U8553,AIRPORT_150,AIRPORT_50,2018-03-01  08:15:00,2018-03-01  09:27:00,AC_126,TYPE_B,159,164,1
102330592,2018-03-01  00:00:00,3U8657,AIRPORT_57,AIRPORT_171,2018-03-01  08:20:00,2018-03-01  10:15:00,AC_51,TYPE_D,298,301,2
102328597,2018-03-01  00:00:00,3U8633,AIRPORT_50,AIRPORT_171,2018-03-01  08:20:00,2018-03-01  10:51:00,AC_29,TYPE_A,131,132,1
102328329,2018-03-01  00:00:00,3U8593,AIRPORT_50,AIRPORT_59,2018-03-01  08:22:00,2018-03-01  10:01:00,AC_117,TYPE_C,188,194,1
102372105,2018-03-01  00:00:00,3U8807,AIRPORT_150,AIRPORT_293,2018-03-01  08:23:00,2018-03-01  10:44:00,AC_63,TYPE_A,124,132,1
102331731,2018-03-01  00:00:00,3U8661,AIRPORT_57,AIRPORT_150,2018-03-01  08:26:00,2018-03-01  09:25:00,AC_102,TYPE_B,146,164,2
102388160,2018-03-01  00:00:00,3U8953,AIRPORT_107,AIRPORT_44,2018-03-01  08:28:00,2018-03-01  09:53:00,AC_127,TYPE_B,154,164,5
102365917,2018-03-01  00:00:00,3U8838,AIRPORT_206,AIRPORT_286,2018-03-01  08:29:00,2018-03-01  10:51:00,AC_134,TYPE_B,91,164,5
102313314,2018-03-01  00:00:00,3U8365,AIRPORT_150,AIRPORT_268,2018-03-01  08:31:00,2018-03-01  10:51:00,AC_96,TYPE_B,158,164,1
102333161,2018-03-01  00:00:00,3U8697,AIRPORT_57,AIRPORT_171,2018-03-01  08:38:00,2018-03-01  10:37:00,AC_56,TYPE_A,131,132,2
102374550,2018-03-01  00:00:00,3U8811,AIRPORT_57,AIRPORT_258,2018-03-01  08:41:00,2018-03-01  10:32:00,AC_119,TYPE_B,161,164,2
102318015,2018-03-01  00:00:00,3U8525,AIRPORT_57,AIRPORT_269,2018-03-01  08:42:00,2018-03-01  11:56:00,AC_155,TYPE_B,154,158,2
102329579,2018-03-01  00:00:00,3U8621,AIRPORT_150,AIRPORT_132,2018-03-01  08:48:00,2018-03-01  09:34:00,AC_114,TYPE_B,144,164,1
102312072,2018-03-01  00:00:00,3U8869,AIRPORT_57,AIRPORT_291,2018-03-01  08:51:00,2018-03-01  10:58:00,AC_121,TYPE_C,188,194,2
102329901,2018-03-01  00:00:00,3U8639,AIRPORT_57,AIRPORT_158,2018-03-01  08:53:00,2018-03-01  09:55:00,AC_77,TYPE_A,106,132,2
102342356,2018-03-01  00:00:00,3U8731,AIRPORT_57,AIRPORT_35,2018-03-01  09:00:00,2018-03-01  11:00:00,AC_21,TYPE_B,160,164,2
102369947,2018-03-01  00:00:00,3U8771,AIRPORT_311,AIRPORT_129,2018-03-01  09:00:00,2018-03-01  10:14:00,AC_60,TYPE_A,113,134,1
102326817,2018-03-01  00:00:00,3U8597,AIRPORT_150,AIRPORT_268,2018-03-01  09:01:00,2018-03-01  11:13:00,AC_6,TYPE_B,157,164,1
102364149,2018-03-01  00:00:00,3U8817,AIRPORT_167,AIRPORT_171,2018-03-01  09:03:00,2018-03-01  11:05:00,AC_81,TYPE_A,125,132,1
102378910,2018-03-01  00:00:00,3U8877,AIRPORT_126,AIRPORT_119,2018-03-01  09:04:00,2018-03-01  11:32:00,AC_25,TYPE_C,186,194,1
102379916,2018-03-01  00:00:00,3U8927,AIRPORT_57,AIRPORT_145,2018-03-01  09:08:00,2018-03-01  10:48:00,AC_112,TYPE_C,190,194,2
102319211,2018-03-01  00:00:00,3U8529,AIRPORT_107,AIRPORT_150,2018-03-01  09:09:00,2018-03-01  11:52:00,AC_143,TYPE_B,145,164,5
102326372,2018-03-01  00:00:00,3U8574,AIRPORT_132,AIRPORT_57,2018-03-01  09:10:00,2018-03-01  10:35:00,AC_148,TYPE_B,156,158,1
102396900,2018-03-01  00:00:00,3U8975,AIRPORT_269,AIRPORT_292,2018-03-01  09:10:00,2018-03-01  11:13:00,AC_55,TYPE_A,118,132,1
102334783,2018-03-01  00:00:00,3U8700,AIRPORT_258,AIRPORT_57,2018-03-01  09:13:00,2018-03-01  11:40:00,AC_131,TYPE_D,254,274,1
102368650,2018-03-01  00:00:00,3U8751,AIRPORT_57,AIRPORT_98,2018-03-01  09:13:00,2018-03-01  11:07:00,AC_111,TYPE_C,191,194,2
102397978,2018-03-01  00:00:00,3U880,AIRPORT_258,AIRPORT_247,2018-03-01  09:13:00,2018-03-01  12:31:00,AC_130,TYPE_C,188,189,1
102347934,2018-03-01  00:00:00,3U8125,AIRPORT_119,AIRPORT_232,2018-03-01  09:17:00,2018-03-01  11:17:00,AC_138,TYPE_C,176,189,1
102316735,2018-03-01  00:00:00,3U8508,AIRPORT_258,AIRPORT_50,2018-03-01  09:23:00,2018-03-01  11:35:00,AC_116,TYPE_C,184,194,1
102368720,2018-03-01  00:00:00,3U8759,AIRPORT_247,AIRPORT_50,2018-03-01  09:24:00,2018-03-01  11:27:00,AC_19,TYPE_B,157,164,1
102380547,2018-03-01  00:00:00,3U8897,AIRPORT_57,AIRPORT_101,2018-03-01  09:25:00,2018-03-01  11:02:00,AC_145,TYPE_B,149,158,2
102319020,2018-03-01  00:00:00,3U8513,AIRPORT_50,AIRPORT_311,2018-03-01  09:26:00,2018-03-01  10:54:00,AC_97,TYPE_B,160,164,1
102395950,2018-03-01  00:00:00,3U8409,AIRPORT_57,AIRPORT_105,2018-03-01  09:27:00,2018-03-01  11:37:00,AC_105,TYPE_C,170,194,2
102369772,2018-03-01  00:00:00,3U8753,AIRPORT_290,AIRPORT_171,2018-03-01  09:27:00,2018-03-01  12:22:00,AC_79,TYPE_A,129,132,1
102367464,2018-03-01  00:00:00,3U8774,AIRPORT_196,AIRPORT_57,2018-03-01  09:28:00,2018-03-01  10:54:00,AC_35,TYPE_C,144,194,1
102397609,2018-03-01  00:00:00,3U8029,AIRPORT_290,AIRPORT_242,2018-03-01  09:37:00,2018-03-01  12:11:00,AC_98,TYPE_B,141,164,1
102336904,2018-03-01  00:00:00,3U8230,AIRPORT_280,AIRPORT_57,2018-03-01  09:38:00,2018-03-01  11:00:00,AC_30,TYPE_A,97,132,1
102393006,2018-03-01  00:00:00,3U8996,AIRPORT_106,AIRPORT_57,2018-03-01  09:39:00,2018-03-01  11:45:00,AC_160,TYPE_C,171,194,1
102380576,2018-03-01  00:00:00,3U8907,AIRPORT_108,AIRPORT_281,2018-03-01  09:40:00,2018-03-01  10:58:00,AC_80,TYPE_A,130,132,1
102333028,2018-03-01  00:00:00,3U8689,AIRPORT_258,AIRPORT_119,2018-03-01  09:42:00,2018-03-01  11:43:00,AC_69,TYPE_B,124,164,1
102361558,2018-03-01  00:00:00,3U8863,AIRPORT_290,AIRPORT_45,2018-03-01  09:42:00,2018-03-01  12:02:00,AC_153,TYPE_B,160,164,1
102360837,2018-03-01  00:00:00,3U8842,AIRPORT_269,AIRPORT_57,2018-03-01  09:43:00,2018-03-01  12:48:00,AC_124,TYPE_B,150,164,1
102372151,2018-03-01  00:00:00,3U8797,AIRPORT_57,AIRPORT_248,2018-03-01  09:43:00,2018-03-01  12:10:00,AC_15,TYPE_B,143,164,2
102397973,2018-03-01  00:00:00,3U885,AIRPORT_45,AIRPORT_44,2018-03-01  09:46:00,2018-03-01  12:05:00,AC_103,TYPE_C,191,194,1
102375735,2018-03-01  00:00:00,3U8883,AIRPORT_57,AIRPORT_206,2018-03-01  09:47:00,2018-03-01  11:49:00,AC_125,TYPE_D,272,274,10
102335684,2018-03-01  00:00:00,3U8687,AIRPORT_292,AIRPORT_171,2018-03-01  09:48:00,2018-03-01  11:50:00,AC_75,TYPE_A,127,132,1
102315979,2018-03-01  00:00:00,3U8503,AIRPORT_119,AIRPORT_293,2018-03-01  09:50:00,2018-03-01  12:17:00,AC_24,TYPE_C,184,194,1
102321271,2018-03-01  00:00:00,3U8533,AIRPORT_167,AIRPORT_184,2018-03-01  09:50:00,2018-03-01  11:09:00,AC_61,TYPE_A,126,132,1
102392549,2018-03-01  00:00:00,3U8984,AIRPORT_192,AIRPORT_50,2018-03-01  09:54:00,2018-03-01  12:11:00,AC_10,TYPE_C,172,194,1
102375215,2018-03-01  00:00:00,3U8785,AIRPORT_268,AIRPORT_218,2018-03-01  09:57:00,2018-03-01  11:17:00,AC_73,TYPE_B,147,164,1
102396622,2018-03-01  00:00:00,3U8260,AIRPORT_250,AIRPORT_57,2018-03-01  09:57:00,2018-03-01  12:45:00,AC_104,TYPE_C,168,194,1
102328710,2018-03-01  00:00:00,3U8674,AIRPORT_158,AIRPORT_311,2018-03-01  10:00:00,2018-03-01  11:55:00,AC_141,TYPE_C,172,189,1
102370722,2018-03-01  00:00:00,3U8777,AIRPORT_50,AIRPORT_196,2018-03-01  10:00:00,2018-03-01  11:27:00,AC_13,TYPE_B,153,164,1
102366053,2018-03-01  00:00:00,3U8819,AIRPORT_313,AIRPORT_50,2018-03-01  10:00:00,2018-03-01  11:44:00,AC_82,TYPE_A,76,132,1
102361204,2018-03-01  00:00:00,3U8849,AIRPORT_268,AIRPORT_228,2018-03-01  10:03:00,2018-03-01  11:31:00,AC_109,TYPE_C,188,194,1
102328377,2018-03-01  00:00:00,3U8648,AIRPORT_214,AIRPORT_57,2018-03-01  10:07:00,2018-03-01  12:56:00,AC_52,TYPE_D,288,301,5
102320591,2018-03-01  00:00:00,3U8556,AIRPORT_174,AIRPORT_57,2018-03-01  10:07:00,2018-03-01  12:52:00,AC_154,TYPE_B,124,158,1
102393299,2018-03-01  00:00:00,3U8997,AIRPORT_108,AIRPORT_86,2018-03-01  10:11:00,2018-03-01  11:32:00,AC_144,TYPE_C,165,189,1
102388089,2018-03-01  00:00:00,3U8960,AIRPORT_145,AIRPORT_50,2018-03-01  10:14:00,2018-03-01  11:50:00,AC_140,TYPE_C,187,189,1
102314915,2018-03-01  00:00:00,3U8427,AIRPORT_159,AIRPORT_165,2018-03-01  10:16:00,2018-03-01  11:25:00,AC_62,TYPE_A,91,132,1
102338320,2018-03-01  00:00:00,3U8251,AIRPORT_50,AIRPORT_167,2018-03-01  10:16:00,2018-03-01  11:42:00,AC_11,TYPE_B,156,164,1
102318372,2018-03-01  00:00:00,3U8527,AIRPORT_150,AIRPORT_290,2018-03-01  10:19:00,2018-03-01  12:05:00,AC_133,TYPE_B,155,164,1
102320775,2018-03-01  00:00:00,3U8537,AIRPORT_295,AIRPORT_167,2018-03-01  10:26:00,2018-03-01  11:20:00,AC_58,TYPE_A,129,132,1
102395982,2018-03-01  00:00:00,3U8287,AIRPORT_57,AIRPORT_42,2018-03-01  10:27:00,2018-03-01  12:29:00,AC_90,TYPE_C,180,194,2
102397671,2018-03-01  00:00:00,3U8054,AIRPORT_44,AIRPORT_150,2018-03-01  10:30:00,2018-03-01  12:52:00,AC_115,TYPE_B,153,164,1
102330132,2018-03-01  00:00:00,3U8622,AIRPORT_132,AIRPORT_150,2018-03-01  10:30:00,2018-03-01  11:14:00,AC_114,TYPE_B,159,164,1
102373648,2018-03-01  00:00:00,3U8793,AIRPORT_35,AIRPORT_50,2018-03-01  10:33:00,2018-03-01  12:14:00,AC_161,TYPE_C,162,194,1
102319808,2018-03-01  00:00:00,3U8548,AIRPORT_206,AIRPORT_57,2018-03-01  10:33:00,2018-03-01  13:18:00,AC_76,TYPE_A,129,132,5
102389474,2018-03-01  00:00:00,3U8985,AIRPORT_283,AIRPORT_198,2018-03-01  10:33:00,2018-03-01  11:35:00,AC_100,TYPE_B,151,164,1
102355072,2018-03-01  00:00:00,3U8305,AIRPORT_119,AIRPORT_214,2018-03-01  10:36:00,2018-03-01  13:13:00,AC_12,TYPE_B,128,164,1
102343115,2018-03-01  00:00:00,3U8739,AIRPORT_311,AIRPORT_71,2018-03-01  10:37:00,2018-03-01  12:01:00,AC_118,TYPE_B,127,164,1
102371517,2018-03-01  00:00:00,3U8795,AIRPORT_283,AIRPORT_135,2018-03-01  10:40:00,2018-03-01  12:00:00,AC_74,TYPE_A,123,132,1
102361917,2018-03-01  00:00:00,3U8857,AIRPORT_44,AIRPORT_45,2018-03-01  10:42:00,2018-03-01  12:52:00,AC_106,TYPE_C,180,194,1
102397543,2018-03-01  00:00:00,3U8373,AIRPORT_150,AIRPORT_292,2018-03-01  10:43:00,2018-03-01  12:56:00,AC_20,TYPE_B,129,164,1
102311207,2018-03-01  00:00:00,3U8815,AIRPORT_263,AIRPORT_45,2018-03-01  10:44:00,2018-03-01  12:14:00,AC_122,TYPE_B,160,164,1
102313637,2018-03-01  00:00:00,3U8377,AIRPORT_293,AIRPORT_68,2018-03-01  10:45:00,2018-03-01  11:56:00,AC_64,TYPE_A,130,132,1
102385193,2018-03-01  00:00:00,3U8950,AIRPORT_285,AIRPORT_50,2018-03-01  10:46:00,2018-03-01  12:54:00,AC_89,TYPE_C,183,194,1
102322334,2018-03-01  00:00:00,3U8553,AIRPORT_50,AIRPORT_269,2018-03-01  10:47:00,2018-03-01  14:38:00,AC_126,TYPE_B,139,164,1
102365994,2018-03-01  00:00:00,3U8830,AIRPORT_206,AIRPORT_50,2018-03-01  10:52:00,2018-03-01  13:23:00,AC_8,TYPE_C,151,194,5
102336577,2018-03-01  00:00:00,3U8694,AIRPORT_177,AIRPORT_57,2018-03-01  10:57:00,2018-03-01  12:23:00,AC_85,TYPE_A,102,132,1
102392664,2018-03-01  00:00:00,3U8992,AIRPORT_107,AIRPORT_57,2018-03-01  11:01:00,2018-03-01  13:32:00,AC_108,TYPE_C,184,194,5
102363669,2018-03-01  00:00:00,3U8821,AIRPORT_50,AIRPORT_292,2018-03-01  11:03:00,2018-03-01  13:07:00,AC_68,TYPE_B,128,164,1
102342561,2018-03-01  00:00:00,3U8738,AIRPORT_35,AIRPORT_57,2018-03-01  11:06:00,2018-03-01  13:05:00,AC_95,TYPE_C,179,194,1
102389017,2018-03-01  00:00:00,3U8972,AIRPORT_214,AIRPORT_50,2018-03-01  11:06:00,2018-03-01  13:30:00,AC_139,TYPE_C,170,189,5
102330164,2018-03-01  00:00:00,3U8639,AIRPORT_158,AIRPORT_135,2018-03-01  11:10:00,2018-03-01  12:51:00,AC_77,TYPE_A,130,132,1
102383126,2018-03-01  00:00:00,3U8918,AIRPORT_291,AIRPORT_150,2018-03-01  11:10:00,2018-03-01  13:56:00,AC_23,TYPE_B,144,164,1
102311935,2018-03-01  00:00:00,3U8866,AIRPORT_192,AIRPORT_150,2018-03-01  11:12:00,2018-03-01  14:15:00,AC_142,TYPE_B,151,164,1
102387961,2018-03-01  00:00:00,3U8932,AIRPORT_281,AIRPORT_57,2018-03-01  11:14:00,2018-03-01  13:48:00,AC_123,TYPE_B,153,164,1
102356088,2018-03-01  00:00:00,3U8325,AIRPORT_119,AIRPORT_59,2018-03-01  11:15:00,2018-03-01  13:55:00,AC_67,TYPE_B,136,164,1
102370237,2018-03-01  00:00:00,3U8772,AIRPORT_129,AIRPORT_311,2018-03-01  11:15:00,2018-03-01  12:35:00,AC_60,TYPE_A,118,134,1
102351248,2018-03-01  00:00:00,3U8019,AIRPORT_57,AIRPORT_108,2018-03-01  11:16:00,2018-03-01  12:46:00,AC_38,TYPE_B,159,164,2
102326198,2018-03-01  00:00:00,3U8604,AIRPORT_177,AIRPORT_290,2018-03-01  11:18:00,2018-03-01  13:40:00,AC_28,TYPE_A,80,132,1
102351890,2018-03-01  00:00:00,3U8059,AIRPORT_158,AIRPORT_281,2018-03-01  11:21:00,2018-03-01  13:13:00,AC_84,TYPE_A,130,132,1
102345903,2018-03-01  00:00:00,3U8207,AIRPORT_258,AIRPORT_242,2018-03-01  11:22:00,2018-03-01  13:48:00,AC_5,TYPE_B,142,164,1
102380256,2018-03-01  00:00:00,3U8896,AIRPORT_57,AIRPORT_289,2018-03-01  11:22:00,2018-03-01  12:16:00,AC_37,TYPE_B,143,164,2
102312703,2018-03-01  00:00:00,3U8370,AIRPORT_263,AIRPORT_57,2018-03-01  11:24:00,2018-03-01  13:55:00,AC_91,TYPE_C,189,194,1
102384286,2018-03-01  00:00:00,3U8948,AIRPORT_258,AIRPORT_150,2018-03-01  11:27:00,2018-03-01  14:16:00,AC_92,TYPE_B,144,164,1
102311897,2018-03-01  00:00:00,3U8873,AIRPORT_59,AIRPORT_315,2018-03-01  11:28:00,2018-03-01  13:44:00,AC_117,TYPE_C,181,194,1
